"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29438","Регистрация пользователя используя моки","","Sun May 04 13:36:58 MSK 2025","broken","Sun May 04 13:37:27 MSK 2025","","","",""
